Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,0,full_name,gid
Bloomington Police Dept,MN,12,84596.0,,0,,59,63,3212.0,227,2908.0,77.0,,0.0,,69.7,74.5,3796.9,268.3,3437.5,91.0,bloomington,"bloomington,MN",04000US27
Brainerd Police Dept,MN,12,13734.0,,0,,2,36,695.0,103,575.0,17.0,,0.0,,14.6,262.1,5060.4,750.0,4186.7,123.8,brainerd,"brainerd,MN",04000US27
Brooklyn Center Police Dept,MN,12,30725.0,,1,,54,49,1571.0,249,1196.0,126.0,,3.3,,175.8,159.5,5113.1,810.4,3892.6,410.1,brooklyn center,"brooklyn center,MN",04000US27
City Of Brooklyn Park Police Dept,MN,12,77346.0,,4,,91,122,2629.0,493,2001.0,135.0,,5.2,,117.7,157.7,3399.0,637.4,2587.1,174.5,city of brooklyn park,"city of brooklyn park,MN",04000US27
Buffalo Police Dept,MN,12,15765.0,,0,,1,12,423.0,53,363.0,7.0,,0.0,,6.3,76.1,2683.2,336.2,2302.6,44.4,buffalo,"buffalo,MN",
Burnsville Police Dept,MN,12,61218.0,,0,,17,86,1810.0,202,1536.0,72.0,,0.0,,27.8,140.5,2956.6,330.0,2509.1,117.6,burnsville,"burnsville,MN",04000US27
Carver County Sheriff Office,MN,12,,,1,,4,21,749.0,126,601.0,22.0,,,,,,,,,,carver county,"carver county,MN",05000US27019
Cass County Sheriff Office,MN,12,,,3,,1,18,1059.0,216,785.0,58.0,,,,,,,,,,cass county,"cass county,MN",05000US27021
Circle Pines-Lexington Police Dept,MN,12,10903.0,,0,,0,13,130.0,15,108.0,7.0,,0.0,,0.0,119.2,1192.3,137.6,990.6,64.2,circle pines-lexington,"circle pines-lexington,MN",04000US27
Champlin City Police Dept,MN,12,23568.0,,0,,2,10,382.0,66,312.0,4.0,,0.0,,8.5,42.4,1620.8,280.0,1323.8,17.0,champlin city,"champlin city,MN",16000US2710846
Chaska City Police Dept,MN,12,24344.0,,0,,3,10,339.0,36,300.0,3.0,,0.0,,12.3,41.1,1392.5,147.9,1232.3,12.3,chaska city,"chaska city,MN",16000US2710972
Chisago County Sheriff Office,MN,12,,,0,,0,7,102.0,22,74.0,6.0,,,,,,,,,,chisago county,"chisago county,MN",05000US27025
Cloquet Police Dept,MN,12,12226.0,,1,,3,17,539.0,66,455.0,18.0,,8.2,,24.5,139.0,4408.6,539.8,3721.6,147.2,cloquet,"cloquet,MN",04000US27
Columbia Heights Police Dept,MN,12,19758.0,,0,,18,38,595.0,132,438.0,25.0,,0.0,,91.1,192.3,3011.4,668.1,2216.8,126.5,columbia heights,"columbia heights,MN",04000US27
Coon Rapids Police Dept,MN,12,62301.0,,1,,16,42,1917.0,194,1663.0,60.0,,1.6,,25.7,67.4,3077.0,311.4,2669.3,96.3,coon rapids,"coon rapids,MN",04000US27
Cottage Grove Police Dept,MN,12,35277.0,,1,,3,13,651.0,110,520.0,21.0,,2.8,,8.5,36.9,1845.4,311.8,1474.0,59.5,cottage grove,"cottage grove,MN",04000US27
Crow Wing County Sheriff Office,MN,12,,,1,,2,20,523.0,194,307.0,22.0,,,,,,,,,,crow wing county,"crow wing county,MN",05000US27035
Crystal Police Dept,MN,12,22607.0,,1,,18,15,720.0,116,572.0,32.0,,4.4,,79.6,66.4,3184.9,513.1,2530.2,141.5,crystal,"crystal,MN",
Duluth City Police Dept,MN,12,86830.0,,2,,90,213,3861.0,642,3047.0,172.0,,2.3,,103.7,245.3,4446.6,739.4,3509.2,198.1,duluth city,"duluth city,MN",16000US2717000
Eagan City Police Dept,MN,12,65180.0,,0,,11,15,1526.0,181,1301.0,44.0,,0.0,,16.9,23.0,2341.2,277.7,1996.0,67.5,eagan city,"eagan city,MN",16000US2717288
Eden Prairie Police Dept,MN,12,62052.0,,0,,3,11,963.0,107,836.0,20.0,,0.0,,4.8,17.7,1551.9,172.4,1347.3,32.2,eden prairie,"eden prairie,MN",04000US27
Edina Police Dept,MN,12,48932.0,,0,,5,8,871.0,112,741.0,18.0,,0.0,,10.2,16.3,1780.0,228.9,1514.3,36.8,edina,"edina,MN",04000US27
Elk River Police Dept,MN,12,23335.0,,0,,3,15,564.0,58,498.0,8.0,,0.0,,12.9,64.3,2417.0,248.6,2134.1,34.3,elk river,"elk river,MN",04000US27
Fairmont Police Dept,MN,12,10657.0,,0,,1,12,284.0,36,241.0,7.0,,0.0,,9.4,112.6,2664.9,337.8,2261.4,65.7,fairmont,"fairmont,MN",04000US27
Faribault Police Dept,MN,12,23600.0,,0,,9,41,790.0,138,635.0,17.0,,0.0,,38.1,173.7,3347.5,584.7,2690.7,72.0,faribault,"faribault,MN",
Farmington Police Dept,MN,12,21403.0,,0,,2,12,203.0,33,155.0,15.0,,0.0,,9.3,56.1,948.5,154.2,724.2,70.1,farmington,"farmington,MN",04000US27
Fergus Falls Police Dept,MN,12,13209.0,,0,,3,22,464.0,91,355.0,18.0,,0.0,,22.7,166.6,3512.8,688.9,2687.6,136.3,fergus falls,"fergus falls,MN",04000US27
Forest Lake Police Dept,MN,12,18738.0,,0,,3,6,428.0,46,349.0,33.0,,0.0,,16.0,32.0,2284.1,245.5,1862.5,176.1,forest lake,"forest lake,MN",04000US27
Fridley Police Dept,MN,12,27574.0,,0,,17,36,1238.0,165,1004.0,69.0,,0.0,,61.7,130.6,4489.7,598.4,3641.1,250.2,fridley,"fridley,MN",04000US27
Golden Valley Dept Public Safety,MN,12,20787.0,,0,,9,9,518.0,100,399.0,19.0,,0.0,,43.3,43.3,2491.9,481.1,1919.5,91.4,golden valley dept public safety,"golden valley dept public safety,MN",04000US27
Grand Rapids Police Dept,MN,12,10932.0,,0,,1,20,482.0,35,433.0,14.0,,0.0,,9.1,182.9,4409.1,320.2,3960.8,128.1,grand rapids,"grand rapids,MN",04000US27
Hastings Police Dept,MN,12,22502.0,,0,,4,20,702.0,106,570.0,26.0,,0.0,,17.8,88.9,3119.7,471.1,2533.1,115.5,hastings,"hastings,MN",04000US27
Hibbing Police Dept,MN,12,16469.0,,0,,3,16,90.0,6,82.0,2.0,,0.0,,18.2,97.2,546.5,36.4,497.9,12.1,hibbing,"hibbing,MN",04000US27
Hopkins Police Dept,MN,12,17951.0,,0,,10,13,407.0,84,292.0,31.0,,0.0,,55.7,72.4,2267.3,467.9,1626.7,172.7,hopkins,"hopkins,MN",04000US27
Hutchinson Police Dept,MN,12,14183.0,,0,,1,13,419.0,30,377.0,12.0,,0.0,,7.1,91.7,2954.2,211.5,2658.1,84.6,hutchinson,"hutchinson,MN",04000US27
Inver Grove Heights Police Dept,MN,12,34394.0,,0,,16,43,843.0,161,608.0,74.0,,0.0,,46.5,125.0,2451.0,468.1,1767.8,215.2,inver grove heights,"inver grove heights,MN",04000US27
Isanti County Sheriff Office,MN,12,,,0,,0,9,273.0,63,187.0,23.0,,,,,,,,,,isanti county,"isanti county,MN",05000US27059
Itasca County Sheriff Department,MN,12,,,0,,0,24,359.0,72,283.0,4.0,,,,,,,,,,itasca county,"itasca county,MN",05000US27061
Lakeville Police Dept,MN,12,56805.0,,0,,1,9,756.0,123,620.0,13.0,,0.0,,1.8,15.8,1330.9,216.5,1091.5,22.9,lakeville,"lakeville,MN",04000US27
Lino Lakes Police Dept,MN,12,20478.0,,0,,0,11,188.0,21,164.0,3.0,,0.0,,0.0,53.7,918.1,102.5,800.9,14.6,lino lakes,"lino lakes,MN",04000US27
Mankato Public Safety Dept,MN,12,39782.0,,0,,29,90,1912.0,346,1508.0,58.0,,0.0,,72.9,226.2,4806.2,869.7,3790.7,145.8,mankato,"mankato,MN",04000US27
Maple Grove Police Dept,MN,12,62840.0,,0,,11,13,1280.0,158,1097.0,25.0,,0.0,,17.5,20.7,2036.9,251.4,1745.7,39.8,maple grove,"maple grove,MN",04000US27
Maplewood Police Dept,MN,12,38719.0,,0,,21,38,2477.0,288,1992.0,197.0,,0.0,,54.2,98.1,6397.4,743.8,5144.8,508.8,maplewood,"maplewood,MN",04000US27
City Of Marshall Police Dept,MN,12,13788.0,,0,,0,25,403.0,124,270.0,9.0,,0.0,,0.0,181.3,2922.8,899.3,1958.2,65.3,city of marshall,"city of marshall,MN",04000US27
Mendota Heights Police Dept,MN,12,11240.0,,0,,1,5,329.0,54,258.0,17.0,,0.0,,8.9,44.5,2927.0,480.4,2295.4,151.2,mendota heights,"mendota heights,MN",04000US27
Minneapolis Police Dept,MN,12,390240.0,3872.0,39,403.0,1719,1711,19359.0,4782,12760.0,1817.0,992.2,10.0,103.3,440.5,438.4,4960.8,1225.4,3269.8,465.6,minneapolis,"minneapolis,MN",04000US27
Minnetonka Police Dept,MN,12,50758.0,,0,,5,15,836.0,185,629.0,22.0,,0.0,,9.9,29.6,1647.0,364.5,1239.2,43.3,minnetonka,"minnetonka,MN",
Moorhead Police Dept,MN,12,38813.0,,0,,5,43,865.0,145,688.0,32.0,,0.0,,12.9,110.8,2228.6,373.6,1772.6,82.4,moorhead,"moorhead,MN",04000US27
Morrison County Sheriff Department,MN,12,,,2,,0,2,211.0,38,161.0,12.0,,,,,,,,,,morrison county,"morrison county,MN",05000US27097
Mounds View Police Dept,MN,12,12384.0,,2,,5,25,408.0,69,312.0,27.0,,16.1,,40.4,201.9,3294.6,557.2,2519.4,218.0,mounds view,"mounds view,MN",04000US27
New Brighton Police Dept,MN,12,21854.0,,0,,10,14,584.0,104,441.0,39.0,,0.0,,45.8,64.1,2672.3,475.9,2017.9,178.5,new brighton,"new brighton,MN",04000US27
New Hope Police Dept,MN,12,20748.0,,0,,10,19,589.0,88,474.0,27.0,,0.0,,48.2,91.6,2838.8,424.1,2284.6,130.1,new hope,"new hope,MN",04000US27
New Ulm Police Dept,MN,12,13526.0,,0,,0,4,235.0,61,171.0,3.0,,0.0,,0.0,29.6,1737.4,451.0,1264.2,22.2,new ulm,"new ulm,MN",04000US27
North Branch Police Dept,MN,12,10196.0,,1,,2,16,331.0,35,271.0,25.0,,9.8,,19.6,156.9,3246.4,343.3,2657.9,245.2,north branch,"north branch,MN",04000US27
North Mankato Police Dept,MN,12,13523.0,,0,,1,4,219.0,28,185.0,6.0,,0.0,,7.4,29.6,1619.5,207.1,1368.0,44.4,north mankato,"north mankato,MN",04000US27
North St Paul Police Dept,MN,12,11675.0,,0,,2,2,292.0,35,234.0,23.0,,0.0,,17.1,17.1,2501.1,299.8,2004.3,197.0,north st paul,"north st paul,MN",04000US27
Northfield Police Dept,MN,12,20213.0,,0,,7,5,391.0,53,321.0,17.0,,0.0,,34.6,24.7,1934.4,262.2,1588.1,84.1,northfield,"northfield,MN",04000US27
Oakdale Police Dept,MN,12,27921.0,,0,,10,35,1238.0,184,978.0,76.0,,0.0,,35.8,125.4,4433.9,659.0,3502.7,272.2,oakdale,"oakdale,MN",04000US27
Olmsted County Sheriff Office,MN,12,,,1,,0,16,386.0,149,207.0,30.0,,,,,,,,,,olmsted county,"olmsted county,MN",05000US27109
Orono Police Dept,MN,12,11646.0,,0,,0,6,133.0,43,89.0,1.0,,0.0,,0.0,51.5,1142.0,369.2,764.2,8.6,orono,"orono,MN",04000US27
Ottertail County Sheriff Department,MN,12,,,1,,0,17,460.0,161,272.0,27.0,,,,,,,,,,ottertail county,"ottertail county,MN",04000US27
Owatonna Police Dept,MN,12,25734.0,,0,,1,22,612.0,82,509.0,21.0,,0.0,,3.9,85.5,2378.2,318.6,1977.9,81.6,owatonna,"owatonna,MN",04000US27
Pine County Sheriff Department,MN,12,,,0,,2,46,1049.0,198,774.0,77.0,,,,,,,,,,pine county,"pine county,MN",05000US27115
Plymouth Police Dept,MN,12,72020.0,,0,,14,19,1198.0,258,909.0,31.0,,0.0,,19.4,26.4,1663.4,358.2,1262.1,43.0,plymouth,"plymouth,MN",04000US27
Prior Lake Police Dept,MN,12,23410.0,,0,,4,7,455.0,45,388.0,22.0,,0.0,,17.1,29.9,1943.6,192.2,1657.4,94.0,prior lake,"prior lake,MN",04000US27
Ramsey Police Dept,MN,12,23988.0,,0,,2,7,532.0,68,456.0,8.0,,0.0,,8.3,29.2,2217.8,283.5,1901.0,33.4,ramsey,"ramsey,MN",05000US27123
Red Wing Police Dept,MN,12,16578.0,,0,,6,26,655.0,95,529.0,31.0,,0.0,,36.2,156.8,3951.0,573.0,3191.0,187.0,red wing,"red wing,MN",04000US27
Richfield Dept Of Public Safety,MN,12,35953.0,,1,,31,32,928.0,189,691.0,48.0,,2.8,,86.2,89.0,2581.1,525.7,1922.0,133.5,richfield dept of public safety,"richfield dept of public safety,MN",04000US27
Robbinsdale Police Dept,MN,12,14239.0,,1,,17,13,443.0,92,316.0,35.0,,7.0,,119.4,91.3,3111.2,646.1,2219.3,245.8,robbinsdale,"robbinsdale,MN",04000US27
Rochester Police Dept,MN,12,108582.0,,2,,55,104,2721.0,495,2137.0,89.0,,1.8,,50.7,95.8,2505.9,455.9,1968.1,82.0,rochester,"rochester,MN",04000US27
Rosemount Police Dept,MN,12,22206.0,,0,,0,6,262.0,41,214.0,7.0,,0.0,,0.0,27.0,1179.9,184.6,963.7,31.5,rosemount,"rosemount,MN",04000US27
Roseville Police Dept,MN,12,34276.0,,0,,11,25,1491.0,162,1230.0,99.0,,0.0,,32.1,72.9,4350.0,472.6,3588.5,288.8,roseville,"roseville,MN",04000US27
Sartell Police Dept,MN,12,16056.0,,0,,1,3,384.0,24,356.0,4.0,,0.0,,6.2,18.7,2391.6,149.5,2217.2,24.9,sartell,"sartell,MN",04000US27
Sauk Rapids Police Dept,MN,12,12928.0,,0,,2,8,129.0,39,82.0,8.0,,0.0,,15.5,61.9,997.8,301.7,634.3,61.9,sauk rapids,"sauk rapids,MN",04000US27
Savage Police Dept,MN,12,27635.0,,0,,2,19,666.0,90,561.0,15.0,,0.0,,7.2,68.8,2410.0,325.7,2030.0,54.3,savage,"savage,MN",04000US27
Scott County Sheriff Office,MN,12,,,0,,0,5,20.0,6,13.0,1.0,,,,,,,,,,scott county,"scott county,MN",05000US27139
Shakopee Police Dept,MN,12,38057.0,,0,,9,54,1141.0,146,969.0,26.0,,0.0,,23.6,141.9,2998.1,383.6,2546.2,68.3,shakopee,"shakopee,MN",04000US27
Sherburne County Sheriff Department,MN,12,,,0,,1,18,509.0,109,365.0,35.0,,,,,,,,,,sherburne county,"sherburne county,MN",05000US27141
Shoreview,MN,12,25513.0,,0,,1,10,282.0,61,204.0,17.0,,0.0,,3.9,39.2,1105.3,239.1,799.6,66.6,shoreview,"shoreview,MN",04000US27
South Lake Minnetonka Police Dept,MN,12,11901.0,,0,,1,12,139.0,36,101.0,2.0,,0.0,,8.4,100.8,1168.0,302.5,848.7,16.8,south lake minnetonka,"south lake minnetonka,MN",04000US27
South St Paul Police Dept,MN,12,20465.0,,0,,6,39,542.0,120,365.0,57.0,,0.0,,29.3,190.6,2648.4,586.4,1783.5,278.5,south st paul,"south st paul,MN",04000US27
St. Cloud Police Dept,MN,12,66593.0,,2,,59,141,2247.0,315,1849.0,83.0,,3.0,,88.6,211.7,3374.2,473.0,2776.6,124.6,st. cloud,"st. cloud,MN",04000US27
St. Louis County Sheriff Office,MN,12,,,0,,2,36,711.0,273,385.0,53.0,,,,,,,,,,st. louis county,"st. louis county,MN",05000US27137
City Of St Louis Park Police Dept,MN,12,46176.0,,0,,16,15,1490.0,247,1192.0,51.0,,0.0,,34.7,32.5,3226.8,534.9,2581.4,110.4,city of st louis park,"city of st louis park,MN",04000US27
St. Paul Police Dept,MN,12,290700.0,2101.0,13,168.0,658,1262,11893.0,3150,6938.0,1805.0,722.7,4.5,57.8,226.4,434.1,4091.2,1083.6,2386.7,620.9,st. paul,"st. paul,MN",
St. Peter Police Dept,MN,12,11295.0,,0,,3,7,255.0,28,225.0,2.0,,0.0,,26.6,62.0,2257.6,247.9,1992.0,17.7,st. peter,"st. peter,MN",04000US27
Stearns County Sheriff Office,MN,12,,,3,,3,17,442.0,90,332.0,20.0,,,,,,,,,,stearns county,"stearns county,MN",05000US27145
Stillwater Police Dept,MN,12,18582.0,,1,,1,8,478.0,86,370.0,22.0,,5.4,,5.4,43.1,2572.4,462.8,1991.2,118.4,stillwater,"stillwater,MN",04000US27
Vadnais Heights,MN,12,12533.0,,0,,5,15,396.0,46,298.0,52.0,,0.0,,39.9,119.7,3159.7,367.0,2377.7,414.9,vadnais heights,"vadnais heights,MN",04000US27
Wash County Sheriff Office,MN,12,,,0,,0,20,960.0,222,695.0,43.0,,,,,,,,,,wash county,"wash county,MN",04000US27
West St Paul Police Dept,MN,12,19834.0,,0,,17,35,931.0,103,737.0,91.0,,0.0,,85.7,176.5,4694.0,519.3,3715.8,458.8,west st paul,"west st paul,MN",04000US27
White Bear Lake Police Dept,MN,12,24241.0,,0,,6,28,790.0,174,539.0,77.0,,0.0,,24.8,115.5,3258.9,717.8,2223.5,317.6,white bear lake,"white bear lake,MN",04000US27
Willmar Police Dept,MN,12,19708.0,,0,,8,34,593.0,73,502.0,18.0,,0.0,,40.6,172.5,3008.9,370.4,2547.2,91.3,willmar,"willmar,MN",04000US27
Winona Police Dept,MN,12,27731.0,,0,,7,21,498.0,91,380.0,27.0,,0.0,,25.2,75.7,1795.8,328.2,1370.3,97.4,winona,"winona,MN",05000US27169
Woodbury Police Dept,MN,12,63190.0,,0,,7,11,1448.0,193,1207.0,48.0,,0.0,,11.1,17.4,2291.5,305.4,1910.1,76.0,woodbury,"woodbury,MN",04000US27
Worthington Police Dept,MN,12,12858.0,,0,,2,18,206.0,45,150.0,11.0,,0.0,,15.6,140.0,1602.1,350.0,1166.6,85.5,worthington,"worthington,MN",04000US27
Wright County Sheriff Department,MN,12,,,0,,7,44,1828.0,169,1587.0,72.0,,,,,,,,,,wright county,"wright county,MN",05000US27171
Biloxi Police Dept,MS,12,45037.0,188.0,1,30.0,85,72,2267.0,732,1420.0,115.0,417.4,2.2,66.6,188.7,159.9,5033.6,1625.3,3153.0,255.3,biloxi,"biloxi,MS",04000US28
Brandon Police Dept,MS,12,22079.0,6.0,0,3.0,2,1,235.0,111,110.0,14.0,27.2,0.0,13.6,9.1,4.5,1064.4,502.7,498.2,63.4,brandon,"brandon,MS",04000US28
Brookhaven Police Dept,MS,12,12547.0,14.0,1,0.0,7,6,227.0,58,165.0,4.0,111.6,8.0,0.0,55.8,47.8,1809.2,462.3,1315.1,31.9,brookhaven,"brookhaven,MS",04000US28
Byram,MS,12,11653.0,7.0,0,0.0,4,3,268.0,52,188.0,28.0,60.1,0.0,0.0,34.3,25.7,2299.8,446.2,1613.3,240.3,byram,"byram,MS",04000US28
Clarksdale Police Dept,MS,5,17837.0,10.0,0,1.0,2,7,384.0,302,80.0,2.0,,,,,,,,,,clarksdale,"clarksdale,MS",04000US28
Cleveland Police Dept,MS,12,12228.0,51.0,0,4.0,28,19,848.0,127,698.0,23.0,417.1,0.0,32.7,229.0,155.4,6934.9,1038.6,5708.2,188.1,cleveland,"cleveland,MS",04000US28
Clinton Police Dept,MS,12,25573.0,30.0,0,8.0,12,10,650.0,169,432.0,49.0,117.3,0.0,31.3,46.9,39.1,2541.7,660.9,1689.3,191.6,clinton,"clinton,MS",04000US28
Columbus Police Dept,MS,12,23650.0,100.0,1,4.0,16,79,1145.0,336,773.0,36.0,422.8,4.2,16.9,67.7,334.0,4841.4,1420.7,3268.5,152.2,columbus,"columbus,MS",
Desoto County Sheriff Office,MS,8,,6.0,0,2.0,1,3,292.0,124,156.0,12.0,,,,,,,,,,desoto county,"desoto county,MS",05000US28033
Gautier Police Dept,MS,12,18643.0,61.0,2,5.0,16,38,640.0,199,399.0,42.0,327.2,10.7,26.8,85.8,203.8,3432.9,1067.4,2140.2,225.3,gautier,"gautier,MS",04000US28
Greenville Police Dept,MS,10,33981.0,80.0,7,18.0,39,16,2010.0,835,1112.0,63.0,,,,,,,,,,greenville,"greenville,MS",04000US28
Greenwood Police Dept,MS,12,15010.0,109.0,1,23.0,36,49,871.0,286,577.0,8.0,726.2,6.7,153.2,239.8,326.4,5802.8,1905.4,3844.1,53.3,greenwood,"greenwood,MS",04000US28
Grenada Police Dept,MS,9,13001.0,56.0,5,4.0,16,31,406.0,158,238.0,10.0,,,,,,,,,,grenada,"grenada,MS",05000US28043
Gulfport Police Dept,MS,12,69369.0,122.0,3,16.0,60,43,3174.0,817,2225.0,132.0,175.9,4.3,23.1,86.5,62.0,4575.5,1177.8,3207.5,190.3,gulfport,"gulfport,MS",04000US28
Harrison County Sheriff Department,MS,12,,43.0,5,5.0,11,22,1155.0,410,682.0,63.0,,,,,,,,,,harrison county,"harrison county,MS",05000US28047
Hattiesburg Police Dept,MS,12,46726.0,118.0,5,13.0,66,34,2668.0,375,2183.0,110.0,252.5,10.7,27.8,141.2,72.8,5709.9,802.6,4671.9,235.4,hattiesburg,"hattiesburg,MS",04000US28
Hernando Police Dept,MS,10,14364.0,4.0,0,2.0,2,0,102.0,0,99.0,3.0,,,,,,,,,,hernando,"hernando,MS",04000US28
Hinds County Sheriff Department,MS,12,,34.0,3,1.0,5,25,469.0,230,183.0,56.0,,,,,,,,,,hinds county,"hinds county,MS",05000US28049
Horn Lake Police Dept,MS,12,26576.0,24.0,1,2.0,14,7,686.0,155,505.0,26.0,90.3,3.8,7.5,52.7,26.3,2581.3,583.2,1900.2,97.8,horn lake,"horn lake,MS",04000US28
Indianola Police Dept,MS,12,10641.0,99.0,2,5.0,26,66,808.0,266,538.0,4.0,930.4,18.8,47.0,244.3,620.2,7593.3,2499.8,5055.9,37.6,indianola,"indianola,MS",04000US28
Jackson County Sheriff Department,MS,12,,132.0,1,24.0,20,87,1618.0,519,976.0,123.0,,,,,,,,,,jackson county,"jackson county,MS",05000US28059
Jackson Police Dept,MS,12,175939.0,1668.0,63,135.0,799,671,11568.0,4124,6308.0,1136.0,948.1,35.8,76.7,454.1,381.4,6575.0,2344.0,3585.3,645.7,jackson,"jackson,MS",05000US28059
Jones County Sheriff Office,MS,10,,80.0,1,18.0,12,49,710.0,294,416.0,0.0,,,,,,,,,,jones county,"jones county,MS",05000US28067
Lamar County Sheriff Office,MS,10,,14.0,0,4.0,3,7,608.0,348,250.0,10.0,,,,,,,,,,lamar county,"lamar county,MS",05000US28073
Lauderdale County Sheriff Department,MS,12,,41.0,2,9.0,10,20,612.0,330,242.0,40.0,,,,,,,,,,lauderdale county,"lauderdale county,MS",05000US28075
Laurel Police Dept,MS,12,18665.0,61.0,0,3.0,28,30,959.0,325,608.0,26.0,326.8,0.0,16.1,150.0,160.7,5138.0,1741.2,3257.4,139.3,laurel,"laurel,MS",04000US28
Lee County Sheriff Department,MS,12,,46.0,0,3.0,7,36,652.0,243,383.0,26.0,,,,,,,,,,lee county,"lee county,MS",05000US28081
Long Beach Police Dept,MS,12,15143.0,5.0,0,1.0,1,3,325.0,69,246.0,10.0,33.0,0.0,6.6,6.6,19.8,2146.2,455.7,1624.5,66.0,long beach,"long beach,MS",04000US28
Lowndes County Sheriff Office,MS,11,,48.0,0,3.0,3,42,466.0,242,209.0,15.0,,,,,,,,,,lowndes county,"lowndes county,MS",05000US28087
Madison County Sheriff Office,MS,12,,34.0,1,6.0,3,24,405.0,150,228.0,27.0,,,,,,,,,,madison county,"madison county,MS",05000US28089
Madison Police Dept,MS,12,24648.0,14.0,0,0.0,3,11,212.0,8,202.0,2.0,56.8,0.0,0.0,12.2,44.6,860.1,32.5,819.5,8.1,madison,"madison,MS",05000US28089
Mccomb Police Dept,MS,12,12818.0,71.0,0,3.0,23,45,727.0,173,525.0,29.0,553.9,0.0,23.4,179.4,351.1,5671.7,1349.7,4095.8,226.2,mccomb,"mccomb,MS",04000US28
Meridian Police Dept,MS,12,41347.0,234.0,10,33.0,124,67,2139.0,734,1226.0,179.0,565.9,24.2,79.8,299.9,162.0,5173.3,1775.2,2965.1,432.9,meridian,"meridian,MS",
Moss Point Police Dept,MS,12,13756.0,104.0,0,12.0,29,63,736.0,314,368.0,54.0,756.0,0.0,87.2,210.8,458.0,5350.4,2282.6,2675.2,392.6,moss point,"moss point,MS",04000US28
Natchez Police Dept,MS,12,15706.0,58.0,3,11.0,26,18,845.0,185,651.0,9.0,369.3,19.1,70.0,165.5,114.6,5380.1,1177.9,4144.9,57.3,natchez,"natchez,MS",04000US28
Ocean Springs Police Dept,MS,12,17510.0,34.0,2,2.0,5,25,549.0,106,419.0,24.0,194.2,11.4,11.4,28.6,142.8,3135.4,605.4,2392.9,137.1,ocean springs,"ocean springs,MS",04000US28
Olive Branch Police Dept,MS,12,34141.0,70.0,1,12.0,17,40,999.0,402,562.0,35.0,205.0,2.9,35.1,49.8,117.2,2926.1,1177.5,1646.1,102.5,olive branch,"olive branch,MS",04000US28
Oxford City Police Dept,MS,12,19435.0,8.0,0,1.0,3,4,210.0,50,147.0,13.0,41.2,0.0,5.1,15.4,20.6,1080.5,257.3,756.4,66.9,oxford city,"oxford city,MS",16000US2854840
Panola County Sheriff Office,MS,12,,115.0,2,1.0,4,108,739.0,398,319.0,22.0,,,,,,,,,,panola county,"panola county,MS",05000US28107
Pascagoula Police Dept,MS,12,22477.0,86.0,0,31.0,33,22,1339.0,268,991.0,80.0,382.6,0.0,137.9,146.8,97.9,5957.2,1192.3,4409.0,355.9,pascagoula,"pascagoula,MS",04000US28
Pearl Police Dept,MS,12,25530.0,33.0,0,10.0,2,21,629.0,172,446.0,11.0,129.3,0.0,39.2,7.8,82.3,2463.8,673.7,1747.0,43.1,pearl,"pearl,MS",
Petal Police Dept,MS,12,10610.0,2.0,0,0.0,1,1,73.0,32,38.0,3.0,18.9,0.0,0.0,9.4,9.4,688.0,301.6,358.2,28.3,petal,"petal,MS",04000US28
Picayune Police Dept,MS,12,10877.0,29.0,0,3.0,9,17,410.0,97,294.0,19.0,266.6,0.0,27.6,82.7,156.3,3769.4,891.8,2703.0,174.7,picayune,"picayune,MS",04000US28
Pontotoc County Sheriff Department,MS,1,,0.0,0,0.0,0,0,0.0,0,0.0,0.0,,,,,,,,,,pontotoc county,"pontotoc county,MS",05000US28115
Rankin County Sheriff Department,MS,12,,38.0,3,2.0,6,27,638.0,134,456.0,48.0,,,,,,,,,,rankin county,"rankin county,MS",05000US28121
Ridgeland Police Dept,MS,12,24541.0,38.0,2,0.0,10,26,699.0,65,612.0,22.0,154.8,8.1,0.0,40.7,105.9,2848.3,264.9,2493.8,89.6,ridgeland,"ridgeland,MS",04000US28
Southaven Police Dept,MS,12,49938.0,146.0,0,24.0,22,100,1325.0,189,1078.0,58.0,292.4,0.0,48.1,44.1,200.2,2653.3,378.5,2158.7,116.1,southaven,"southaven,MS",04000US28
Starkville Police Dept,MS,9,23978.0,29.0,0,2.0,9,18,683.0,141,525.0,17.0,,,,,,,,,,starkville,"starkville,MS",04000US28
Vicksburg Police Dept,MS,12,23700.0,174.0,2,21.0,29,122,1381.0,293,1037.0,51.0,734.2,8.4,88.6,122.4,514.8,5827.0,1236.3,4375.5,215.2,vicksburg,"vicksburg,MS",04000US28
West Point Police Dept,MS,12,11245.0,63.0,3,8.0,8,44,375.0,119,253.0,3.0,560.2,26.7,71.1,71.1,391.3,3334.8,1058.2,2249.9,26.7,west point,"west point,MS",04000US28
Yazoo City Police Dept,MS,12,11347.0,78.0,1,7.0,16,54,514.0,252,239.0,23.0,687.4,8.8,61.7,141.0,475.9,4529.8,2220.9,2106.3,202.7,yazoo city,"yazoo city,MS",04000US28
