Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,0,full_name,gid
Alabaster Police Dept,AL,12,30923.0,49.0,0,2.0,6,41,683.0,65,585.0,33.0,158.5,0.0,6.5,19.4,132.6,2208.7,210.2,1891.8,106.7,alabaster,"alabaster,AL",16000US0100820
Albertville Police Dept,AL,3,21507.0,2.0,0,1.0,0,1,69.0,24,42.0,3.0,,,,,,,,,,albertville,"albertville,AL",16000US0100988
Anniston Police Dept,AL,12,23051.0,504.0,5,14.0,92,393,2484.0,912,1501.0,71.0,2186.5,21.7,60.7,399.1,1704.9,10776.1,3956.4,6511.6,308.0,anniston,"anniston,AL",16000US0101852
Athens Police Dept,AL,12,22681.0,31.0,1,1.0,14,15,850.0,166,666.0,18.0,136.7,4.4,4.4,61.7,66.1,3747.6,731.9,2936.4,79.4,athens,"athens,AL",16000US0102956
Auburn Police Dept,AL,12,54785.0,132.0,3,13.0,25,91,1919.0,418,1450.0,51.0,240.9,5.5,23.7,45.6,166.1,3502.8,763.0,2646.7,93.1,auburn,"auburn,AL",16000US0103076
Baldwin County Sheriff Deptartment,AL,12,,130.0,3,9.0,27,91,870.0,317,496.0,57.0,,,,,,,,,,baldwin county,"baldwin county,AL",05000US01003
Bessemer Police Dept,AL,12,27585.0,582.0,4,20.0,164,394,3329.0,873,2218.0,238.0,2109.8,14.5,72.5,594.5,1428.3,12068.2,3164.8,8040.6,862.8,bessemer,"bessemer,AL",16000US0105980
Birmingham Police Dept,AL,12,213266.0,3237.0,67,152.0,983,2035,14788.0,4704,9042.0,1042.0,1517.8,31.4,71.3,460.9,954.2,6934.1,2205.7,4239.8,488.6,birmingham,"birmingham,AL",16000US0107000
Blount County Sheriff Department,AL,12,,79.0,1,8.0,6,64,959.0,329,573.0,57.0,,,,,,,,,,blount county,"blount county,AL",05000US01009
Calhoun County Sheriff Department,AL,12,,22.0,0,8.0,3,11,791.0,322,468.0,1.0,,,,,,,,,,calhoun county,"calhoun county,AL",05000US01015
Chilton County Sheriff Department,AL,12,,78.0,0,6.0,5,67,599.0,234,315.0,50.0,,,,,,,,,,chilton county,"chilton county,AL",05000US01021
Cullman County Sheriff Department,AL,12,,146.0,1,9.0,3,133,1165.0,359,739.0,67.0,,,,,,,,,,cullman county,"cullman county,AL",05000US01043
Daphne Police Dept,AL,12,22198.0,40.0,1,4.0,2,33,514.0,77,421.0,16.0,180.2,4.5,18.0,9.0,148.7,2315.5,346.9,1896.6,72.1,daphne,"daphne,AL",16000US0119648
Dekalb County Sheriff Department,AL,12,,211.0,0,13.0,4,194,937.0,390,471.0,76.0,,,,,,,,,,dekalb county,"dekalb county,AL",05000US01049
Decatur Police Dept,AL,12,56126.0,240.0,2,9.0,80,149,2913.0,821,1964.0,128.0,427.6,3.6,16.0,142.5,265.5,5190.1,1462.8,3499.3,228.1,decatur,"decatur,AL",16000US0120104
Dothan Police Dept,AL,12,66275.0,319.0,5,30.0,100,184,2934.0,886,1918.0,130.0,481.3,7.5,45.3,150.9,277.6,4427.0,1336.9,2894.0,196.2,dothan,"dothan,AL",16000US0121184
Elmore County Sheriff Department,AL,12,,52.0,3,13.0,10,26,812.0,339,428.0,45.0,,,,,,,,,,elmore county,"elmore county,AL",05000US01051
Enterprise Police Dept,AL,12,26971.0,110.0,2,4.0,12,92,861.0,177,631.0,53.0,407.8,7.4,14.8,44.5,341.1,3192.3,656.3,2339.5,196.5,enterprise,"enterprise,AL",16000US0124184
Etowah County Sheriff Department,AL,12,,109.0,1,9.0,2,97,598.0,226,324.0,48.0,,,,,,,,,,etowah county,"etowah county,AL",05000US01055
Florence Police Dept,AL,12,39512.0,165.0,2,19.0,45,99,1740.0,454,1223.0,63.0,417.6,5.1,48.1,113.9,250.6,4403.7,1149.0,3095.3,159.4,florence,"florence,AL",16000US0126896
Gadsden Police Dept,AL,12,36961.0,372.0,1,33.0,113,225,3000.0,835,1969.0,196.0,1006.5,2.7,89.3,305.7,608.7,8116.7,2259.1,5327.2,530.3,gadsden,"gadsden,AL",16000US0128696
Homewood Police Dept,AL,11,25284.0,50.0,0,4.0,23,23,1095.0,188,860.0,47.0,,,,,,,,,,homewood,"homewood,AL",16000US0135800
Hoover Police Dept,AL,12,82332.0,86.0,2,13.0,46,25,2180.0,393,1702.0,85.0,104.5,2.4,15.8,55.9,30.4,2647.8,477.3,2067.2,103.2,hoover,"hoover,AL",16000US0135896
Houston County Sheriff Department,AL,12,,92.0,2,12.0,9,69,625.0,177,403.0,45.0,,,,,,,,,,houston county,"houston county,AL",05000US01069
Huntsville Police Dept,AL,12,183691.0,1696.0,14,72.0,456,1154,9261.0,2165,6386.0,710.0,923.3,7.6,39.2,248.2,628.2,5041.6,1178.6,3476.5,386.5,huntsville,"huntsville,AL",16000US0137000
Jackson County Sheriff Department,AL,12,,107.0,0,9.0,1,97,707.0,306,337.0,64.0,,,,,,,,,,jackson county,"jackson county,AL",05000US01071
Jefferson County Sheriff Department,AL,12,,676.0,4,49.0,196,427,3670.0,2035,1550.0,85.0,,,,,,,,,,jefferson county,"jefferson county,AL",05000US01073
Lauderdale County Sheriff Department,AL,12,,59.0,1,5.0,5,48,371.0,118,225.0,28.0,,,,,,,,,,lauderdale county,"lauderdale county,AL",05000US01077
Lawrence County Sheriff Department,AL,12,,83.0,0,4.0,3,76,479.0,169,273.0,37.0,,,,,,,,,,lawrence county,"lawrence county,AL",05000US01079
Lee County Sheriff Department,AL,7,,1.0,0,0.0,0,1,74.0,10,64.0,0.0,,,,,,,,,,lee county,"lee county,AL",05000US01081
Limestone County Sheriff Department,AL,12,,79.0,3,0.0,4,72,544.0,185,331.0,28.0,,,,,,,,,,limestone county,"limestone county,AL",05000US01083
Madison County Sheriff Department,AL,12,,286.0,4,30.0,45,207,2185.0,795,1232.0,158.0,,,,,,,,,,madison county,"madison county,AL",05000US01089
Madison Police Dept,AL,12,43860.0,90.0,0,4.0,20,66,1068.0,219,805.0,44.0,205.2,0.0,9.1,45.6,150.5,2435.0,499.3,1835.4,100.3,madison,"madison,AL",16000US0145784
Marshall County Sheriff Department,AL,12,,62.0,1,10.0,5,46,708.0,315,357.0,36.0,,,,,,,,,,marshall county,"marshall county,AL",05000US01095
Mobile County Sheriff Department,AL,12,,231.0,6,23.0,30,172,2356.0,801,1386.0,169.0,,,,,,,,,,mobile county,"mobile county,AL",05000US01097
Mobile Police Dept,AL,12,251516.0,1314.0,32,45.0,460,777,12103.0,2796,8755.0,552.0,522.4,12.7,17.9,182.9,308.9,4812.0,1111.7,3480.9,219.5,mobile,"mobile,AL",16000US0150000
Montgomery Police Dept,AL,12,209018.0,827.0,44,41.0,459,283,12058.0,3409,7548.0,1101.0,395.7,21.1,19.6,219.6,135.4,5768.9,1631.0,3611.2,526.7,montgomery,"montgomery,AL",16000US0151000
Morgan County Sheriff Department,AL,10,,27.0,0,3.0,2,22,320.0,148,163.0,9.0,,,,,,,,,,morgan county,"morgan county,AL",05000US01103
Mountain Brook Police Dept,AL,12,20511.0,8.0,0,0.0,3,5,303.0,72,225.0,6.0,39.0,0.0,0.0,14.6,24.4,1477.3,351.0,1097.0,29.3,mountain brook,"mountain brook,AL",16000US0151696
Northport Police Dept,AL,12,23742.0,135.0,2,3.0,24,106,821.0,222,565.0,34.0,568.6,8.4,12.6,101.1,446.5,3458.0,935.1,2379.7,143.2,northport,"northport,AL",16000US0155200
Opelika Police Dept,AL,12,27201.0,207.0,5,11.0,43,148,1681.0,428,1204.0,49.0,761.0,18.4,40.4,158.1,544.1,6179.9,1573.5,4426.3,180.1,opelika,"opelika,AL",16000US0157048
Oxford Police Dept,AL,12,21306.0,76.0,1,9.0,28,38,1250.0,222,982.0,46.0,356.7,4.7,42.2,131.4,178.4,5866.9,1042.0,4609.0,215.9,oxford,"oxford,AL",16000US0157576
Pelham Police Dept,AL,12,21756.0,36.0,2,7.0,8,19,471.0,50,402.0,19.0,165.5,9.2,32.2,36.8,87.3,2164.9,229.8,1847.8,87.3,pelham,"pelham,AL",16000US0158848
Phenix Police Dept,AL,12,33940.0,248.0,2,17.0,71,158,2284.0,696,1377.0,211.0,730.7,5.9,50.1,209.2,465.5,6729.5,2050.7,4057.2,621.7,phenix,"phenix,AL",16000US0159472
Prattville Police Dept,AL,12,34525.0,60.0,3,6.0,31,20,1317.0,274,990.0,53.0,173.8,8.7,17.4,89.8,57.9,3814.6,793.6,2867.5,153.5,prattville,"prattville,AL",16000US0162328
Prichard Police Dept,AL,12,22728.0,527.0,6,13.0,143,365,1444.0,494,757.0,193.0,2318.7,26.4,57.2,629.2,1605.9,6353.4,2173.5,3330.7,849.2,prichard,"prichard,AL",16000US0162496
Selma Police Dept,AL,12,20611.0,274.0,5,21.0,61,187,1778.0,539,1117.0,122.0,1329.4,24.3,101.9,296.0,907.3,8626.5,2615.1,5419.4,591.9,selma,"selma,AL",16000US0169120
Shelby County Sheriff Department,AL,12,,133.0,4,21.0,19,89,1270.0,297,888.0,85.0,,,,,,,,,,shelby county,"shelby county,AL",05000US01117
St. Clair County Sheriff Department,AL,8,,24.0,2,6.0,0,16,320.0,96,219.0,5.0,,,,,,,,,,st. clair county,"st. clair county,AL",05000US01115
Talladega County Sheriff Department,AL,12,,71.0,1,3.0,10,57,839.0,286,484.0,69.0,,,,,,,,,,talladega county,"talladega county,AL",05000US01121
Trussville Police Dept,AL,2,20028.0,0.0,0,0.0,0,0,10.0,8,0.0,2.0,,,,,,,,,,trussville,"trussville,AL",16000US0176944
Tuscaloosa County Sheriff Department,AL,12,,228.0,4,12.0,32,180,1541.0,449,981.0,111.0,,,,,,,,,,tuscaloosa county,"tuscaloosa county,AL",05000US01125
Tuscaloosa Police Dept,AL,12,91973.0,478.0,4,37.0,170,267,4349.0,1182,2965.0,202.0,519.7,4.3,40.2,184.8,290.3,4728.6,1285.2,3223.8,219.6,tuscaloosa,"tuscaloosa,AL",16000US0177256
Vestavia Hills Police Dept,AL,12,34195.0,22.0,0,0.0,10,12,505.0,101,384.0,20.0,64.3,0.0,0.0,29.2,35.1,1476.8,295.4,1123.0,58.5,vestavia hills,"vestavia hills,AL",16000US0178552
Walker County Sheriff Department,AL,12,,99.0,0,5.0,7,87,935.0,370,495.0,70.0,,,,,,,,,,walker county,"walker county,AL",05000US01127
Anchorage Police Dept,AK,12,299143.0,2479.0,15,303.0,488,1673,10543.0,1158,8554.0,831.0,828.7,5.0,101.3,163.1,559.3,3524.4,387.1,2859.5,277.8,anchorage,"anchorage,AK",16000US0203000
Fairbanks Police Dept,AK,12,32423.0,169.0,3,29.0,37,100,1379.0,130,1137.0,112.0,521.2,9.3,89.4,114.1,308.4,4253.2,400.9,3506.8,345.4,fairbanks,"fairbanks,AK",16000US0224230
Juneau Police Dept,AK,12,32553.0,115.0,0,9.0,16,90,1099.0,94,975.0,30.0,353.3,0.0,27.6,49.2,276.5,3376.0,288.8,2995.1,92.2,juneau,"juneau,AK",05000US02110
Apache County Sheriff Department,AZ,12,,55.0,0,2.0,3,50,204.0,99,99.0,6.0,,,,,,,,,,apache county,"apache county,AZ",05000US04001
Apache Junction Police Dept,AZ,12,36986.0,130.0,1,13.0,21,95,1025.0,236,719.0,70.0,351.5,2.7,35.1,56.8,256.9,2771.3,638.1,1944.0,189.3,apache junction,"apache junction,AZ",16000US0402830
Avondale Police Dept,AZ,12,78364.0,233.0,7,4.0,72,150,3682.0,685,2752.0,245.0,297.3,8.9,5.1,91.9,191.4,4698.6,874.1,3511.8,312.6,avondale,"avondale,AZ",16000US0404720
Buckeye Police Dept,AZ,12,52213.0,54.0,3,1.0,11,39,1372.0,374,924.0,74.0,103.4,5.7,1.9,21.1,74.7,2627.7,716.3,1769.7,141.7,buckeye,"buckeye,AZ",16000US0407940
Casa Grande Police Dept,AZ,12,50132.0,211.0,3,4.0,46,158,2857.0,767,1934.0,156.0,420.9,6.0,8.0,91.8,315.2,5699.0,1530.0,3857.8,311.2,casa grande,"casa grande,AZ",16000US0410530
Chandler Police Dept,AZ,12,242721.0,628.0,4,64.0,149,411,6571.0,1147,5168.0,256.0,258.7,1.6,26.4,61.4,169.3,2707.2,472.6,2129.2,105.5,chandler,"chandler,AZ",16000US0412000
Cochise County Sheriff Department,AZ,12,,338.0,2,8.0,16,312,847.0,298,492.0,57.0,,,,,,,,,,cochise county,"cochise county,AZ",05000US04003
El Mirage Police Dept,AZ,12,32685.0,86.0,3,7.0,18,58,946.0,292,582.0,72.0,263.1,9.2,21.4,55.1,177.5,2894.3,893.4,1780.6,220.3,el mirage,"el mirage,AZ",16000US0422220
Flagstaff Police Dept,AZ,12,66633.0,262.0,0,28.0,45,189,2834.0,242,2533.0,59.0,393.2,0.0,42.0,67.5,283.6,4253.1,363.2,3801.4,88.5,flagstaff,"flagstaff,AZ",16000US0423620
Florence Police Dept,AZ,12,25795.0,29.0,0,0.0,1,28,224.0,47,169.0,8.0,112.4,0.0,0.0,3.9,108.5,868.4,182.2,655.2,31.0,florence,"florence,AZ",16000US0423760
Gila County Sheriff Department,AZ,12,,65.0,0,4.0,4,57,383.0,77,275.0,31.0,,,,,,,,,,gila county,"gila county,AZ",05000US04007
Gilbert Police Dept,AZ,12,214264.0,205.0,5,19.0,59,122,3386.0,726,2496.0,164.0,95.7,2.3,8.9,27.5,56.9,1580.3,338.8,1164.9,76.5,gilbert,"gilbert,AZ",16000US0427400
Glendale Police Dept,AZ,12,232997.0,1145.0,12,54.0,413,666,14934.0,2847,10863.0,1224.0,491.4,5.2,23.2,177.3,285.8,6409.5,1221.9,4662.3,525.3,glendale,"glendale,AZ",16000US0427820
Goodyear Police Dept,AZ,12,67033.0,103.0,0,12.0,24,67,1774.0,479,1188.0,107.0,153.7,0.0,17.9,35.8,100.0,2646.5,714.6,1772.3,159.6,goodyear,"goodyear,AZ",16000US0428380
Kingman Police Dept,AZ,12,28588.0,93.0,0,9.0,8,76,1775.0,406,1269.0,100.0,325.3,0.0,31.5,28.0,265.8,6208.9,1420.2,4438.9,349.8,kingman,"kingman,AZ",16000US0437620
Marana Police Dept,AZ,12,35617.0,35.0,0,0.0,13,22,1157.0,126,936.0,95.0,98.3,0.0,0.0,36.5,61.8,3248.4,353.8,2628.0,266.7,marana,"marana,AZ",16000US0444270
Maricopa County Sheriff Department,AZ,12,,919.0,8,56.0,73,782,4465.0,1210,2847.0,408.0,,,,,,,,,,maricopa county,"maricopa county,AZ",05000US04013
Mesa Police Dept,AZ,12,451391.0,1804.0,14,172.0,469,1149,14140.0,2681,10572.0,887.0,399.7,3.1,38.1,103.9,254.5,3132.5,593.9,2342.1,196.5,mesa,"mesa,AZ",16000US0446000
Mohave County Sheriff Department,AZ,12,,125.0,5,12.0,16,92,2288.0,790,1343.0,155.0,,,,,,,,,,mohave county,"mohave county,AZ",05000US04015
Navajo County Sheriff Department,AZ,12,,72.0,0,5.0,2,65,582.0,325,217.0,40.0,,,,,,,,,,navajo county,"navajo county,AZ",05000US04017
Nogales Police Dept,AZ,12,21177.0,45.0,1,0.0,10,34,497.0,75,375.0,47.0,212.5,4.7,0.0,47.2,160.6,2346.9,354.2,1770.8,221.9,nogales,"nogales,AZ",16000US0449640
Oro Valley Police Dept,AZ,12,41786.0,21.0,1,4.0,3,13,679.0,95,553.0,31.0,50.3,2.4,9.6,7.2,31.1,1624.9,227.3,1323.4,74.2,oro valley,"oro valley,AZ",16000US0451600
Peoria Police Dept,AZ,12,158347.0,296.0,9,24.0,77,186,4673.0,929,3478.0,266.0,186.9,5.7,15.2,48.6,117.5,2951.1,586.7,2196.4,168.0,peoria,"peoria,AZ",16000US0454050
Phoenix Police Dept,AZ,12,1485509.0,9458.0,123,556.0,3516,5263,60777.0,17912,35678.0,7187.0,636.7,8.3,37.4,236.7,354.3,4091.3,1205.8,2401.7,483.8,phoenix,"phoenix,AZ",16000US0455000
Pima County Sheriff Department,AZ,12,,661.0,13,94.0,160,394,11662.0,2771,8054.0,837.0,,,,,,,,,,pima county,"pima county,AZ",05000US04019
Pinal County Sheriff Department,AZ,12,,173.0,5,29.0,15,124,3360.0,687,2440.0,233.0,,,,,,,,,,pinal county,"pinal county,AZ",05000US04021
Prescott Police Dept,AZ,12,40420.0,168.0,2,14.0,19,133,1104.0,197,883.0,24.0,415.6,4.9,34.6,47.0,329.0,2731.3,487.4,2184.6,59.4,prescott,"prescott,AZ",16000US0457380
Prescott Valley Police Dept,AZ,12,39407.0,89.0,4,1.0,8,76,750.0,95,622.0,33.0,225.8,10.2,2.5,20.3,192.9,1903.2,241.1,1578.4,83.7,prescott valley,"prescott valley,AZ",16000US0457450
Sahuarita,AZ,12,25736.0,11.0,0,2.0,2,7,374.0,49,311.0,14.0,42.7,0.0,7.8,7.8,27.2,1453.2,190.4,1208.4,54.4,sahuarita,"sahuarita,AZ",16000US0462140
Santa Cruz County Sheriff Department,AZ,12,,8.0,0,0.0,3,5,255.0,116,114.0,25.0,,,,,,,,,,santa cruz county,"santa cruz county,AZ",05000US04023
Scottsdale Police Dept,AZ,12,223432.0,329.0,3,42.0,115,169,6047.0,1255,4551.0,241.0,147.2,1.3,18.8,51.5,75.6,2706.4,561.7,2036.9,107.9,scottsdale,"scottsdale,AZ",16000US0465000
Surprise Police Dept,AZ,12,120793.0,162.0,3,8.0,62,89,2488.0,519,1851.0,118.0,134.1,2.5,6.6,51.3,73.7,2059.7,429.7,1532.4,97.7,surprise,"surprise,AZ",16000US0471510
Tempe Police Dept,AZ,12,166061.0,878.0,11,44.0,253,570,7824.0,1250,6085.0,489.0,528.7,6.6,26.5,152.4,343.2,4711.5,752.7,3664.3,294.5,tempe,"tempe,AZ",16000US0473000
Tucson Police Dept,AZ,12,531535.0,3851.0,43,234.0,1260,2314,,5021,,2499.0,724.5,8.1,44.0,237.0,435.3,,944.6,,470.1,tucson,"tucson,AZ",16000US0477000
Yavapai County Sheriff Department,AZ,12,,252.0,3,23.0,9,217,1315.0,456,749.0,110.0,,,,,,,,,,yavapai county,"yavapai county,AZ",05000US04025
Yuma County Sheriff Department,AZ,12,,138.0,26,8.0,10,94,837.0,362,404.0,71.0,,,,,,,,,,yuma county,"yuma county,AZ",05000US04027
Yuma Police Dept,AZ,12,95568.0,508.0,5,27.0,61,415,3353.0,955,2162.0,236.0,531.6,5.2,28.3,63.8,434.2,3508.5,999.3,2262.3,246.9,yuma,"yuma,AZ",16000US0485540
Baxter County Sheriff Department,AR,12,,35.0,3,5.0,3,24,626.0,172,421.0,33.0,,,,,,,,,,baxter county,"baxter county,AR",05000US05005
Benton County Sheriff Department,AR,12,,169.0,0,30.0,3,136,576.0,265,282.0,29.0,,,,,,,,,,benton county,"benton county,AR",05000US05007
Benton Police Dept,AR,12,31486.0,116.0,0,13.0,23,80,1373.0,250,1036.0,87.0,368.4,0.0,41.3,73.0,254.1,4360.7,794.0,3290.4,276.3,benton,"benton,AR",16000US0505290
Bentonville Police Dept,AR,12,36433.0,82.0,2,15.0,5,60,740.0,153,561.0,26.0,225.1,5.5,41.2,13.7,164.7,2031.1,419.9,1539.8,71.4,bentonville,"bentonville,AR",16000US0505320
Cabot Police Dept,AR,12,24212.0,61.0,0,5.0,6,50,1027.0,501,484.0,42.0,251.9,0.0,20.7,24.8,206.5,4241.7,2069.2,1999.0,173.5,cabot,"cabot,AR",16000US0510300
Conway Police Dept,AR,12,60700.0,252.0,1,29.0,76,146,2539.0,410,2028.0,101.0,415.2,1.6,47.8,125.2,240.5,4182.9,675.5,3341.0,166.4,conway,"conway,AR",16000US0515190
Crawford County Sheriff Department,AR,12,,100.0,0,5.0,0,95,396.0,122,247.0,27.0,,,,,,,,,,crawford county,"crawford county,AR",05000US05033
Faulkner County Sheriff Department,AR,5,,33.0,0,14.0,1,18,394.0,127,228.0,39.0,,,,,,,,,,faulkner county,"faulkner county,AR",05000US05045
Fayetteville Police Dept,AR,12,75387.0,388.0,1,58.0,40,289,3043.0,504,2406.0,133.0,514.7,1.3,76.9,53.1,383.4,4036.5,668.6,3191.5,176.4,fayetteville,"fayetteville,AR",16000US0523290
Hot Springs Police Dept,AR,12,35722.0,164.0,9,10.0,55,90,3067.0,622,2330.0,115.0,459.1,25.2,28.0,154.0,251.9,8585.7,1741.2,6522.6,321.9,hot springs,"hot springs,AR",16000US0533400
Independence County Sheriff Department,AR,12,,207.0,0,21.0,16,170,1537.0,598,818.0,121.0,,,,,,,,,,independence county,"independence county,AR",05000US05063
Jacksonville Police Dept,AR,12,28733.0,246.0,2,21.0,33,190,1693.0,416,1210.0,67.0,856.2,7.0,73.1,114.9,661.3,5892.2,1447.8,4211.2,233.2,jacksonville,"jacksonville,AR",16000US0534750
Jonesboro Police Dept,AR,12,68807.0,295.0,4,21.0,78,192,3157.0,1166,1889.0,102.0,428.7,5.8,30.5,113.4,279.0,4588.2,1694.6,2745.4,148.2,jonesboro,"jonesboro,AR",16000US0535710
Little Rock Police Dept,AR,12,196055.0,2579.0,45,137.0,807,1590,15804.0,4244,10465.0,1095.0,1315.4,23.0,69.9,411.6,811.0,8061.0,2164.7,5337.8,558.5,little rock,"little rock,AR",16000US0541000
Lonoke County Sheriff Department,AR,10,,78.0,0,12.0,2,64,502.0,164,283.0,55.0,,,,,,,,,,lonoke county,"lonoke county,AR",05000US05085
North Little Rock Police Dept,AR,12,63125.0,449.0,8,9.0,177,255,5471.0,1204,3894.0,373.0,711.3,12.7,14.3,280.4,404.0,8666.9,1907.3,6168.7,590.9,north little rock,"north little rock,AR",16000US0550450
Paragould Police Dept,AR,12,26602.0,89.0,2,10.0,16,61,1560.0,577,898.0,85.0,334.6,7.5,37.6,60.1,229.3,5864.2,2169.0,3375.7,319.5,paragould,"paragould,AR",16000US0553390
Pine Bluff Police Dept,AR,12,48522.0,625.0,14,32.0,135,444,3312.0,1124,2008.0,180.0,1288.1,28.9,65.9,278.2,915.0,6825.8,2316.5,4138.3,371.0,pine bluff,"pine bluff,AR",16000US0555310
Pope County Sheriff Department,AR,12,,51.0,1,7.0,0,43,457.0,149,270.0,38.0,,,,,,,,,,pope county,"pope county,AR",05000US05115
Pulaski County Sheriff Department,AR,12,,311.0,5,8.0,19,279,2068.0,809,1057.0,202.0,,,,,,,,,,pulaski county,"pulaski county,AR",05000US05119
Rogers Police Dept,AR,12,57757.0,202.0,0,43.0,11,148,2091.0,362,1675.0,54.0,349.7,0.0,74.4,19.0,256.2,3620.3,626.8,2900.1,93.5,rogers,"rogers,AR",16000US0560410
Russellville Police Dept,AR,12,28267.0,94.0,0,18.0,6,70,1127.0,262,803.0,62.0,332.5,0.0,63.7,21.2,247.6,3987.0,926.9,2840.8,219.3,russellville,"russellville,AR",16000US0561670
Searcy Police Dept,AR,5,23239.0,21.0,0,1.0,8,12,365.0,128,234.0,3.0,,,,,,,,,,searcy,"searcy,AR",16000US0563020
Sebastian County Sheriff Department,AR,12,,56.0,1,6.0,2,47,340.0,148,178.0,14.0,,,,,,,,,,sebastian county,"sebastian county,AR",05000US05131
Sherwood Police Dept,AR,12,29914.0,122.0,0,3.0,12,107,1029.0,259,719.0,51.0,407.8,0.0,10.0,40.1,357.7,3439.9,865.8,2403.6,170.5,sherwood,"sherwood,AR",16000US0563800
Springdale Police Dept,AR,12,71668.0,332.0,1,57.0,30,244,2692.0,457,2089.0,146.0,463.2,1.4,79.5,41.9,340.5,3756.2,637.7,2914.8,203.7,springdale,"springdale,AR",16000US0566080
Texarkana Police Dept,AR,12,30231.0,393.0,1,3.0,46,343,1996.0,438,1456.0,102.0,1300.0,3.3,9.9,152.2,1134.6,6602.5,1448.8,4816.2,337.4,texarkana,"texarkana,AR",16000US0568810
Van Buren Police Dept,AR,12,22877.0,70.0,1,13.0,6,50,783.0,196,554.0,33.0,306.0,4.4,56.8,26.2,218.6,3422.7,856.8,2421.6,144.2,van buren,"van buren,AR",16000US0571480
Washington County Sheriff Department,AR,12,,187.0,4,14.0,0,169,610.0,220,344.0,46.0,,,,,,,,,,washington county,"washington county,AR",05000US05143
West Memphis Police Dept,AR,12,26153.0,653.0,6,29.0,137,481,2394.0,1090,1166.0,138.0,2496.8,22.9,110.9,523.8,1839.2,9153.8,4167.8,4458.4,527.7,west memphis,"west memphis,AR",16000US0574540
White County Sheriff Department,AR,12,,46.0,1,7.0,3,35,1087.0,451,511.0,125.0,,,,,,,,,,white county,"white county,AR",05000US05145
Adelanto Police Dept,CA,12,32520.0,199.0,1,18.0,45,135,924.0,397,380.0,147.0,611.9,3.1,55.4,138.4,415.1,2841.3,1220.8,1168.5,452.0,adelanto,"adelanto,CA",16000US0600296
Agoura Hills,CA,12,20667.0,12.0,0,2.0,1,9,236.0,62,158.0,16.0,58.1,0.0,9.7,4.8,43.5,1141.9,300.0,764.5,77.4,agoura hills,"agoura hills,CA",16000US0600394
Alameda County Sheriff Department,CA,12,,651.0,5,23.0,206,417,2662.0,730,1182.0,750.0,,,,,,,,,,alameda county,"alameda county,CA",05000US06001
Alameda Police Dept,CA,12,75467.0,160.0,1,9.0,80,70,1892.0,296,1301.0,295.0,212.0,1.3,11.9,106.0,92.8,2507.1,392.2,1723.9,390.9,alameda,"alameda,CA",16000US0600562
Alhambra Police Dept,CA,12,84469.0,149.0,0,2.0,66,81,1919.0,325,1339.0,255.0,176.4,0.0,2.4,78.1,95.9,2271.8,384.8,1585.2,301.9,alhambra,"alhambra,CA",16000US0600884
Aliso Viejo,CA,12,48999.0,43.0,0,0.0,6,37,415.0,102,300.0,13.0,87.8,0.0,0.0,12.2,75.5,847.0,208.2,612.3,26.5,aliso viejo,"aliso viejo,CA",16000US0600947
Anaheim Police Dept,CA,12,344526.0,1279.0,15,82.0,440,742,10070.0,1605,7025.0,1440.0,371.2,4.4,23.8,127.7,215.4,2922.9,465.9,2039.0,418.0,anaheim,"anaheim,CA",16000US0602000
Antioch Police Dept,CA,12,105009.0,1068.0,10,29.0,372,657,4757.0,1741,1920.0,1096.0,1017.1,9.5,27.6,354.3,625.7,4530.1,1658.0,1828.4,1043.7,antioch,"antioch,CA",16000US0602252
Apple Valley,CA,12,70823.0,221.0,3,7.0,65,146,1874.0,694,977.0,203.0,312.0,4.2,9.9,91.8,206.1,2646.0,979.9,1379.5,286.6,apple valley,"apple valley,CA",16000US0602364
Arcadia Police Dept,CA,12,57295.0,57.0,0,1.0,22,34,1388.0,339,975.0,74.0,99.5,0.0,1.7,38.4,59.3,2422.5,591.7,1701.7,129.2,arcadia,"arcadia,CA",16000US0602462
Arvin Police Dept,CA,12,19761.0,165.0,3,5.0,14,143,671.0,267,317.0,87.0,835.0,15.2,25.3,70.8,723.6,3395.6,1351.1,1604.2,440.3,arvin,"arvin,CA",16000US0602924
Atascadero Police Dept,CA,12,28825.0,192.0,0,21.0,10,161,658.0,160,451.0,47.0,666.1,0.0,72.9,34.7,558.5,2282.7,555.1,1564.6,163.1,atascadero,"atascadero,CA",16000US0603064
Atwater Police Dept,CA,12,28891.0,180.0,2,8.0,32,138,1400.0,440,773.0,187.0,623.0,6.9,27.7,110.8,477.7,4845.8,1523.0,2675.6,647.3,atwater,"atwater,CA",16000US0603162
Azusa Police Dept,CA,12,47111.0,220.0,1,6.0,41,172,1204.0,306,737.0,161.0,467.0,2.1,12.7,87.0,365.1,2555.7,649.5,1564.4,341.7,azusa,"azusa,CA",16000US0603386
Bakersfield Police Dept,CA,12,355696.0,1929.0,34,57.0,697,1141,17754.0,4994,9540.0,3220.0,542.3,9.6,16.0,196.0,320.8,4991.3,1404.0,2682.1,905.3,bakersfield,"bakersfield,CA",16000US0603526
